DATE,RESTAURANT,TYPE,DATE_TIME,uid
2013-01-13 13:28:15,Novack Cafe,Lunch,2013-01-13 13:28:15,u33
2013-01-13 17:59:43,Courtyard Cafe,Snack,2013-01-13 17:59:43,u33
2013-01-13 20:58:34,Courtyard Cafe,Supper,2013-01-13 20:58:34,u33
2013-01-14 14:57:48,Collis Cafe,Lunch,2013-01-14 14:57:48,u33
2013-01-14 23:43:21,Courtyard Cafe,Supper,2013-01-14 23:43:21,u33
2013-01-15 12:21:42,Courtyard Cafe,Snack,2013-01-15 12:21:42,u33
2013-01-15 19:02:19,Courtyard Cafe,Supper,2013-01-15 19:02:19,u33
2013-01-15 22:28:55,Courtyard Cafe,Supper,2013-01-15 22:28:55,u33
2013-01-16 17:48:55,Courtyard Cafe,Supper,2013-01-16 17:48:55,u33
2013-01-16 22:11:01,Courtyard Cafe,Supper,2013-01-16 22:11:01,u33
2013-01-17 20:01:33,Courtyard Cafe,Supper,2013-01-17 20:01:33,u33
2013-01-18 15:07:29,Collis Cafe,Lunch,2013-01-18 15:07:29,u33
2013-01-18 19:31:24,Courtyard Cafe,Supper,2013-01-18 19:31:24,u33
2013-01-19 20:13:49,Courtyard Cafe,Supper,2013-01-19 20:13:49,u33
2013-01-20 18:37:09,Courtyard Cafe,Supper,2013-01-20 18:37:09,u33
2013-01-21 17:19:14,Novack Cafe,Supper,2013-01-21 17:19:14,u33
2013-01-21 20:36:01,Novack Cafe,Snack,2013-01-21 20:36:01,u33
2013-01-21 21:26:19,Novack Cafe,Supper,2013-01-21 21:26:19,u33
2013-01-22 20:01:42,Courtyard Cafe,Snack,2013-01-22 20:01:42,u33
2013-01-22 23:01:00,Courtyard Cafe,Supper,2013-01-22 23:01:00,u33
2013-01-23 21:40:50,Courtyard Cafe,Supper,2013-01-23 21:40:50,u33
2013-01-24 13:43:00,Courtyard Cafe,Lunch,2013-01-24 13:43:00,u33
2013-01-24 18:51:35,Courtyard Cafe,Supper,2013-01-24 18:51:35,u33
2013-01-24 20:18:49,Courtyard Cafe,Supper,2013-01-24 20:18:49,u33
2013-01-24 21:30:48,Courtyard Cafe,Supper,2013-01-24 21:30:48,u33
2013-01-25 15:05:17,Collis Cafe,Lunch,2013-01-25 15:05:17,u33
2013-01-25 18:23:18,Courtyard Cafe,Supper,2013-01-25 18:23:18,u33
2013-01-25 21:48:39,Courtyard Cafe,Supper,2013-01-25 21:48:39,u33
2013-01-26 12:24:14,Courtyard Cafe,Lunch,2013-01-26 12:24:14,u33
2013-01-26 13:18:21,Novack Cafe,Lunch,2013-01-26 13:18:21,u33
2013-01-26 18:35:31,Novack Cafe,Snack,2013-01-26 18:35:31,u33
2013-01-26 20:11:28,Courtyard Cafe,Supper,2013-01-26 20:11:28,u33
2013-01-26 21:39:25,Courtyard Cafe,Snack,2013-01-26 21:39:25,u33
2013-01-27 15:50:22,Courtyard Cafe,Lunch,2013-01-27 15:50:22,u33
2013-01-28 18:01:12,Collis Market,Supper,2013-01-28 18:01:12,u33
2013-01-28 18:09:08,Collis Cafe,Supper,2013-01-28 18:09:08,u33
2013-01-29 12:02:03,Courtyard Cafe,Lunch,2013-01-29 12:02:03,u33
2013-01-29 22:56:02,Courtyard Cafe,Supper,2013-01-29 22:56:02,u33
2013-01-30 17:52:12,Courtyard Cafe,Supper,2013-01-30 17:52:12,u33
2013-01-31 14:57:26,Courtyard Cafe,Lunch,2013-01-31 14:57:26,u33
2013-01-31 15:28:21,Collis Cafe,Lunch,2013-01-31 15:28:21,u33
2013-02-01 15:24:34,Courtyard Cafe,Lunch,2013-02-01 15:24:34,u33
2013-02-01 16:06:40,Novack Cafe,Snack,2013-02-01 16:06:40,u33
2013-02-01 21:26:51,Courtyard Cafe,Supper,2013-02-01 21:26:51,u33
2013-02-02 13:20:20,Novack Cafe,Lunch,2013-02-02 13:20:20,u33
2013-02-02 15:45:36,Novack Cafe,Lunch,2013-02-02 15:45:36,u33
2013-02-03 00:03:55,Courtyard Cafe,Supper,2013-02-03 00:03:55,u33
2013-02-03 12:09:08,Courtyard Cafe,Lunch,2013-02-03 12:09:08,u33
2013-02-03 15:08:12,Courtyard Cafe,Lunch,2013-02-03 15:08:12,u33
2013-02-04 17:09:49,Courtyard Cafe,Supper,2013-02-04 17:09:49,u33
2013-02-04 18:51:18,Courtyard Cafe,Supper,2013-02-04 18:51:18,u33
2013-02-05 12:07:31,Courtyard Cafe,Lunch,2013-02-05 12:07:31,u33
2013-02-06 15:59:26,Novack Cafe,Lunch,2013-02-06 15:59:26,u33
2013-02-06 17:44:26,Courtyard Cafe,Supper,2013-02-06 17:44:26,u33
2013-02-06 21:17:26,Courtyard Cafe,Supper,2013-02-06 21:17:26,u33
2013-02-07 18:08:53,Courtyard Cafe,Supper,2013-02-07 18:08:53,u33
2013-02-08 11:14:37,Courtyard Cafe,Lunch,2013-02-08 11:14:37,u33
2013-02-08 19:55:41,53 Commons,Supper,2013-02-08 19:55:41,u33
2013-02-09 13:33:42,Courtyard Cafe,Lunch,2013-02-09 13:33:42,u33
2013-02-09 16:43:37,Courtyard Cafe,Supper,2013-02-09 16:43:37,u33
2013-02-10 19:10:57,Courtyard Cafe,Supper,2013-02-10 19:10:57,u33
2013-02-11 17:53:15,Courtyard Cafe,Supper,2013-02-11 17:53:15,u33
2013-02-11 19:23:31,Courtyard Cafe,Supper,2013-02-11 19:23:31,u33
2013-02-12 13:14:43,Courtyard Cafe,Lunch,2013-02-12 13:14:43,u33
2013-02-12 18:15:26,53 Commons,Supper,2013-02-12 18:15:26,u33
2013-02-12 21:24:49,Courtyard Cafe,Supper,2013-02-12 21:24:49,u33
2013-02-13 11:29:41,Collis Cafe,Lunch,2013-02-13 11:29:41,u33
2013-02-13 21:25:35,Courtyard Cafe,Supper,2013-02-13 21:25:35,u33
2013-02-14 23:38:58,Courtyard Cafe,Supper,2013-02-14 23:38:58,u33
2013-02-15 12:38:01,Collis Cafe,Lunch,2013-02-15 12:38:01,u33
2013-02-15 16:07:09,Courtyard Cafe,Supper,2013-02-15 16:07:09,u33
2013-02-15 22:35:42,Courtyard Cafe,Supper,2013-02-15 22:35:42,u33
2013-02-17 17:35:50,Courtyard Cafe,Supper,2013-02-17 17:35:50,u33
2013-02-18 14:59:43,Courtyard Cafe,Lunch,2013-02-18 14:59:43,u33
2013-02-18 18:19:11,Courtyard Cafe,Supper,2013-02-18 18:19:11,u33
2013-02-19 12:16:47,Courtyard Cafe,Snack,2013-02-19 12:16:47,u33
2013-02-19 14:13:49,53 Commons,Lunch,2013-02-19 14:13:49,u33
2013-02-19 19:17:47,Courtyard Cafe,Supper,2013-02-19 19:17:47,u33
2013-02-19 23:38:57,Courtyard Cafe,Supper,2013-02-19 23:38:57,u33
2013-02-20 11:46:57,Collis Cafe,Lunch,2013-02-20 11:46:57,u33
2013-02-20 12:30:19,Collis Market,Lunch,2013-02-20 12:30:19,u33
2013-02-20 17:48:48,Courtyard Cafe,Snack,2013-02-20 17:48:48,u33
2013-02-20 18:48:20,Courtyard Cafe,Supper,2013-02-20 18:48:20,u33
2013-02-20 20:04:29,Courtyard Cafe,Supper,2013-02-20 20:04:29,u33
2013-02-21 15:12:56,Courtyard Cafe,Lunch,2013-02-21 15:12:56,u33
2013-02-21 18:19:37,Novack Cafe,Snack,2013-02-21 18:19:37,u33
2013-02-21 22:32:57,Novack Cafe,Supper,2013-02-21 22:32:57,u33
2013-02-22 11:23:54,Courtyard Cafe,Lunch,2013-02-22 11:23:54,u33
2013-02-23 12:47:53,King Arthur Flour Coffee Bar,Snack,2013-02-23 12:47:53,u33
2013-02-23 16:11:02,Novack Cafe,Supper,2013-02-23 16:11:02,u33
2013-02-23 20:27:35,Collis Market,Supper,2013-02-23 20:27:35,u33
2013-02-24 15:03:15,King Arthur Flour Coffee Bar,Lunch,2013-02-24 15:03:15,u33
2013-02-25 15:27:35,Collis Cafe,Lunch,2013-02-25 15:27:35,u33
2013-02-25 15:29:58,Collis Market,Snack,2013-02-25 15:29:58,u33
2013-02-25 22:49:57,Courtyard Cafe,Supper,2013-02-25 22:49:57,u33
2013-02-26 21:36:48,Collis Cafe,Supper,2013-02-26 21:36:48,u33
2013-02-27 15:15:33,Collis Cafe,Lunch,2013-02-27 15:15:33,u33
2013-02-27 17:54:51,Courtyard Cafe,Supper,2013-02-27 17:54:51,u33
2013-02-28 13:01:29,Collis Market,Lunch,2013-02-28 13:01:29,u33
2013-02-28 13:16:51,Collis Cafe,Lunch,2013-02-28 13:16:51,u33
2013-02-28 19:03:16,Courtyard Cafe,Supper,2013-02-28 19:03:16,u33
2013-03-01 18:39:02,Courtyard Cafe,Supper,2013-03-01 18:39:02,u33
2013-03-01 19:37:35,Courtyard Cafe,Supper,2013-03-01 19:37:35,u33
2013-03-02 18:53:59,Courtyard Cafe,Supper,2013-03-02 18:53:59,u33
2013-03-04 11:21:48,Collis Market,Lunch,2013-03-04 11:21:48,u33
2013-03-04 11:29:14,Collis Cafe,Lunch,2013-03-04 11:29:14,u33
2013-03-04 17:46:04,Courtyard Cafe,Supper,2013-03-04 17:46:04,u33
2013-03-05 23:00:42,Courtyard Cafe,Supper,2013-03-05 23:00:42,u33
2013-03-06 20:10:17,Courtyard Cafe,Supper,2013-03-06 20:10:17,u33
2013-03-07 13:19:15,Courtyard Cafe,Lunch,2013-03-07 13:19:15,u33
2013-03-07 19:27:12,Courtyard Cafe,Supper,2013-03-07 19:27:12,u33
2013-03-07 23:29:50,Courtyard Cafe,Supper,2013-03-07 23:29:50,u33
2013-03-08 11:29:28,Collis Cafe,Lunch,2013-03-08 11:29:28,u33
2013-03-08 16:03:41,Courtyard Cafe,Supper,2013-03-08 16:03:41,u33
2013-03-08 17:54:29,Courtyard Cafe,Supper,2013-03-08 17:54:29,u33
2013-03-10 19:02:26,Novack Cafe,Supper,2013-03-10 19:02:26,u33
2013-03-12 18:50:16,Courtyard Cafe,Supper,2013-03-12 18:50:16,u33
2013-03-12 19:33:44,Courtyard Cafe,Supper,2013-03-12 19:33:44,u33
2013-03-13 10:57:55,Collis Cafe,Breakfast,2013-03-13 10:57:55,u33
2013-03-14 17:36:25,Courtyard Cafe,Supper,2013-03-14 17:36:25,u33
2013-03-15 02:06:47,Novack Cafe,Supper,2013-03-15 02:06:47,u33
2013-03-26 20:05:19,Courtyard Cafe,Supper,2013-03-26 20:05:19,u33
2013-03-27 11:27:22,Collis Market,Lunch,2013-03-27 11:27:22,u33
2013-03-27 16:43:44,Collis Cafe,Supper,2013-03-27 16:43:44,u33
2013-03-28 15:05:59,Courtyard Cafe,Lunch,2013-03-28 15:05:59,u33
2013-03-28 17:23:18,Courtyard Cafe,Snack,2013-03-28 17:23:18,u33
2013-03-28 20:30:55,Courtyard Cafe,Supper,2013-03-28 20:30:55,u33
2013-03-29 15:17:05,Courtyard Cafe,Lunch,2013-03-29 15:17:05,u33
2013-03-29 19:12:36,Courtyard Cafe,Supper,2013-03-29 19:12:36,u33
2013-03-31 14:27:25,Courtyard Cafe,Lunch,2013-03-31 14:27:25,u33
2013-03-31 22:02:11,Novack Cafe,Snack,2013-03-31 22:02:11,u33
2013-04-01 11:51:09,Courtyard Cafe,Lunch,2013-04-01 11:51:09,u33
2013-04-01 22:49:07,Courtyard Cafe,Supper,2013-04-01 22:49:07,u33
2013-04-02 23:31:44,Collis Cafe,Supper,2013-04-02 23:31:44,u33
2013-04-04 13:48:11,Collis Cafe,Lunch,2013-04-04 13:48:11,u33
2013-04-04 19:34:38,Courtyard Cafe,Supper,2013-04-04 19:34:38,u33
2013-04-05 15:31:24,Courtyard Cafe,Lunch,2013-04-05 15:31:24,u33
2013-04-05 18:35:17,Courtyard Cafe,Supper,2013-04-05 18:35:17,u33
2013-04-06 17:27:52,Courtyard Cafe,Supper,2013-04-06 17:27:52,u33
2013-04-06 21:23:21,Courtyard Cafe,Supper,2013-04-06 21:23:21,u33
2013-04-07 20:35:18,Courtyard Cafe,Supper,2013-04-07 20:35:18,u33
2013-04-08 15:13:41,King Arthur Flour Coffee Bar,Lunch,2013-04-08 15:13:41,u33
2013-04-10 15:16:57,Courtyard Cafe,Lunch,2013-04-10 15:16:57,u33
2013-04-10 16:59:13,Courtyard Cafe,Snack,2013-04-10 16:59:13,u33
2013-04-10 20:39:18,Courtyard Cafe,Supper,2013-04-10 20:39:18,u33
2013-04-11 11:50:16,Novack Cafe,Lunch,2013-04-11 11:50:16,u33
2013-04-11 13:06:53,Courtyard Cafe,Lunch,2013-04-11 13:06:53,u33
2013-04-11 18:18:33,Courtyard Cafe,Supper,2013-04-11 18:18:33,u33
2013-04-11 21:54:09,Courtyard Cafe,Supper,2013-04-11 21:54:09,u33
2013-04-12 15:31:52,Courtyard Cafe,Lunch,2013-04-12 15:31:52,u33
2013-04-12 18:13:26,Courtyard Cafe,Supper,2013-04-12 18:13:26,u33
2013-04-15 15:25:03,Collis Cafe,Lunch,2013-04-15 15:25:03,u33
2013-04-16 19:42:05,Courtyard Cafe,Supper,2013-04-16 19:42:05,u33
2013-04-16 22:55:51,Courtyard Cafe,Supper,2013-04-16 22:55:51,u33
2013-04-17 20:38:11,Courtyard Cafe,Supper,2013-04-17 20:38:11,u33
2013-04-17 23:06:27,Courtyard Cafe,Supper,2013-04-17 23:06:27,u33
2013-04-18 21:04:20,Courtyard Cafe,Supper,2013-04-18 21:04:20,u33
2013-04-18 21:36:24,Courtyard Cafe,Snack,2013-04-18 21:36:24,u33
2013-04-18 22:31:35,Collis Cafe,Supper,2013-04-18 22:31:35,u33
2013-04-18 22:40:06,Collis Market,Supper,2013-04-18 22:40:06,u33
2013-04-19 19:16:23,Courtyard Cafe,Supper,2013-04-19 19:16:23,u33
2013-04-21 18:37:38,Courtyard Cafe,Supper,2013-04-21 18:37:38,u33
2013-04-21 21:51:13,Novack Cafe,Supper,2013-04-21 21:51:13,u33
2013-04-22 19:46:14,Courtyard Cafe,Supper,2013-04-22 19:46:14,u33
2013-04-22 23:59:59,Courtyard Cafe,Supper,2013-04-22 23:59:59,u33
2013-04-23 21:39:47,Courtyard Cafe,Supper,2013-04-23 21:39:47,u33
2013-04-24 00:30:30,Courtyard Cafe,Supper,2013-04-24 00:30:30,u33
2013-04-24 15:47:04,Collis Cafe,Lunch,2013-04-24 15:47:04,u33
2013-04-24 17:42:41,Courtyard Cafe,Supper,2013-04-24 17:42:41,u33
2013-04-25 23:47:25,Courtyard Cafe,Supper,2013-04-25 23:47:25,u33
2013-04-26 17:13:44,Courtyard Cafe,Supper,2013-04-26 17:13:44,u33
2013-04-26 23:40:02,Courtyard Cafe,Supper,2013-04-26 23:40:02,u33
2013-04-27 17:36:08,53 Commons,Supper,2013-04-27 17:36:08,u33
2013-04-28 14:02:28,Courtyard Cafe,Lunch,2013-04-28 14:02:28,u33
2013-04-28 15:28:53,Courtyard Cafe,Lunch,2013-04-28 15:28:53,u33
2013-04-29 15:19:25,Collis Cafe,Lunch,2013-04-29 15:19:25,u33
2013-04-29 23:12:33,Courtyard Cafe,Supper,2013-04-29 23:12:33,u33
2013-04-30 23:34:11,Courtyard Cafe,Supper,2013-04-30 23:34:11,u33
2013-05-01 21:47:58,Courtyard Cafe,Supper,2013-05-01 21:47:58,u33
2013-05-02 23:36:21,Courtyard Cafe,Supper,2013-05-02 23:36:21,u33
2013-05-02 23:46:19,Collis Cafe,Supper,2013-05-02 23:46:19,u33
2013-05-03 15:42:57,Novack Cafe,Snack,2013-05-03 15:42:57,u33
2013-05-03 18:30:14,Courtyard Cafe,Supper,2013-05-03 18:30:14,u33
2013-05-03 22:30:29,Courtyard Cafe,Supper,2013-05-03 22:30:29,u33
2013-05-04 11:44:51,Courtyard Cafe,Lunch,2013-05-04 11:44:51,u33
2013-05-04 13:44:53,Courtyard Cafe,Lunch,2013-05-04 13:44:53,u33
2013-05-04 17:25:03,Courtyard Cafe,Supper,2013-05-04 17:25:03,u33
2013-05-05 16:11:08,Collis Market,Supper,2013-05-05 16:11:08,u33
2013-05-05 17:08:37,Courtyard Cafe,Supper,2013-05-05 17:08:37,u33
2013-05-05 20:37:54,Courtyard Cafe,Supper,2013-05-05 20:37:54,u33
2013-05-06 15:06:20,Collis Cafe,Lunch,2013-05-06 15:06:20,u33
2013-05-06 20:45:46,Courtyard Cafe,Supper,2013-05-06 20:45:46,u33
2013-05-07 20:36:07,Courtyard Cafe,Supper,2013-05-07 20:36:07,u33
2013-05-08 00:30:14,Courtyard Cafe,Supper,2013-05-08 00:30:14,u33
2013-05-08 15:02:27,Novack Cafe,Lunch,2013-05-08 15:02:27,u33
2013-05-08 20:23:48,Courtyard Cafe,Supper,2013-05-08 20:23:48,u33
2013-05-09 20:54:46,Courtyard Cafe,Snack,2013-05-09 20:54:46,u33
2013-05-09 22:19:56,Courtyard Cafe,Snack,2013-05-09 22:19:56,u33
2013-05-11 13:28:55,Courtyard Cafe,Lunch,2013-05-11 13:28:55,u33
2013-05-12 14:12:18,Courtyard Cafe,Lunch,2013-05-12 14:12:18,u33
2013-05-12 16:31:23,Courtyard Cafe,Supper,2013-05-12 16:31:23,u33
2013-05-12 19:51:41,Courtyard Cafe,Supper,2013-05-12 19:51:41,u33
2013-05-13 10:48:50,Collis Cafe,Breakfast,2013-05-13 10:48:50,u33
2013-05-13 15:11:22,Collis Cafe,Lunch,2013-05-13 15:11:22,u33
2013-05-13 22:24:09,Collis Market,Snack,2013-05-13 22:24:09,u33
2013-05-14 00:19:09,Collis Cafe,Supper,2013-05-14 00:19:09,u33
2013-05-16 17:29:25,53 Commons,Supper,2013-05-16 17:29:25,u33
2013-05-16 22:01:05,Courtyard Cafe,Supper,2013-05-16 22:01:05,u33
2013-05-17 20:39:41,Courtyard Cafe,Supper,2013-05-17 20:39:41,u33
2013-05-18 13:11:36,Courtyard Cafe,Lunch,2013-05-18 13:11:36,u33
2013-05-18 16:12:23,Courtyard Cafe,Supper,2013-05-18 16:12:23,u33
2013-05-19 19:26:08,Novack Cafe,Supper,2013-05-19 19:26:08,u33
2013-05-20 18:11:44,53 Commons,Supper,2013-05-20 18:11:44,u33
2013-05-21 11:34:21,King Arthur Flour Coffee Bar,Lunch,2013-05-21 11:34:21,u33
2013-05-22 18:16:35,Courtyard Cafe,Supper,2013-05-22 18:16:35,u33
2013-05-22 22:12:46,Collis Cafe,Supper,2013-05-22 22:12:46,u33
2013-05-23 15:55:10,Courtyard Cafe,Lunch,2013-05-23 15:55:10,u33
2013-05-23 22:06:50,Courtyard Cafe,Supper,2013-05-23 22:06:50,u33
2013-05-23 23:13:22,Courtyard Cafe,Supper,2013-05-23 23:13:22,u33
2013-05-24 19:11:46,Courtyard Cafe,Supper,2013-05-24 19:11:46,u33
2013-05-24 22:38:27,Courtyard Cafe,Supper,2013-05-24 22:38:27,u33
2013-05-25 13:19:53,Courtyard Cafe,Lunch,2013-05-25 13:19:53,u33
2013-05-25 19:28:33,Courtyard Cafe,Supper,2013-05-25 19:28:33,u33
2013-05-25 22:21:31,Courtyard Cafe,Supper,2013-05-25 22:21:31,u33
2013-05-26 10:09:59,53 Commons,Breakfast,2013-05-26 10:09:59,u33
2013-05-26 13:25:12,Courtyard Cafe,Snack,2013-05-26 13:25:12,u33
2013-05-26 19:33:20,Novack Cafe,Snack,2013-05-26 19:33:20,u33
2013-05-27 18:26:10,Novack Cafe,Supper,2013-05-27 18:26:10,u33
2013-05-28 01:30:58,Novack Cafe,Snack,2013-05-28 01:30:58,u33
2013-05-28 16:24:42,Courtyard Cafe,Supper,2013-05-28 16:24:42,u33
2013-05-28 17:30:49,Courtyard Cafe,Snack,2013-05-28 17:30:49,u33
2013-05-29 01:51:16,Novack Cafe,Snack,2013-05-29 01:51:16,u33
2013-05-29 07:38:34,Novack Cafe,Snack,2013-05-29 07:38:34,u33
2013-05-30 20:45:42,Courtyard Cafe,Supper,2013-05-30 20:45:42,u33
2013-05-31 18:50:10,Collis Cafe,Supper,2013-05-31 18:50:10,u33
2013-06-01 10:19:39,Collis Cafe,Breakfast,2013-06-01 10:19:39,u33
2013-06-01 21:10:15,Courtyard Cafe,Supper,2013-06-01 21:10:15,u33
2013-06-02 19:53:53,Novack Cafe,Supper,2013-06-02 19:53:53,u33
2013-06-03 20:47:34,Courtyard Cafe,Supper,2013-06-03 20:47:34,u33
2013-06-04 13:34:16,Courtyard Cafe,Lunch,2013-06-04 13:34:16,u33
2013-06-04 19:39:38,53 Commons,Supper,2013-06-04 19:39:38,u33
2013-01-19 15:15:17,Collis Market,Lunch,2013-01-19 15:15:17,u32
2013-01-20 14:17:33,Collis Market,Lunch,2013-01-20 14:17:33,u32
2013-03-24 12:05:44,53 Commons,Lunch,2013-03-24 12:05:44,u32
2013-03-24 16:28:37,Courtyard Cafe,Supper,2013-03-24 16:28:37,u32
2013-03-24 19:09:04,53 Commons,Supper,2013-03-24 19:09:04,u32
2013-03-25 12:19:49,Novack Cafe,Lunch,2013-03-25 12:19:49,u32
2013-03-25 15:20:30,Collis Cafe,Lunch,2013-03-25 15:20:30,u32
2013-03-25 17:58:30,Collis Cafe,Supper,2013-03-25 17:58:30,u32
2013-03-25 18:17:52,Collis Market,Supper,2013-03-25 18:17:52,u32
2013-03-26 12:55:59,Collis Market,Lunch,2013-03-26 12:55:59,u32
2013-03-26 14:04:32,King Arthur Flour Coffee Bar,Lunch,2013-03-26 14:04:32,u32
2013-03-26 18:29:01,53 Commons,Supper,2013-03-26 18:29:01,u32
2013-03-27 11:14:44,53 Commons,Lunch,2013-03-27 11:14:44,u32
2013-03-27 15:14:46,Courtyard Cafe,Snack,2013-03-27 15:14:46,u32
2013-03-27 17:50:16,53 Commons,Supper,2013-03-27 17:50:16,u32
2013-03-28 14:42:44,Collis Cafe,Lunch,2013-03-28 14:42:44,u32
2013-03-28 18:02:23,53 Commons,Supper,2013-03-28 18:02:23,u32
2013-03-29 11:25:52,53 Commons,Lunch,2013-03-29 11:25:52,u32
2013-04-01 11:33:41,53 Commons,Lunch,2013-04-01 11:33:41,u32
2013-04-02 11:03:29,53 Commons,Lunch,2013-04-02 11:03:29,u32
2013-04-02 14:11:01,King Arthur Flour Coffee Bar,Lunch,2013-04-02 14:11:01,u32
2013-04-03 11:17:07,53 Commons,Lunch,2013-04-03 11:17:07,u32
2013-04-03 18:20:20,Collis Cafe,Supper,2013-04-03 18:20:20,u32
2013-04-04 13:19:58,Collis Cafe,Lunch,2013-04-04 13:19:58,u32
2013-04-05 11:14:21,53 Commons,Lunch,2013-04-05 11:14:21,u32
2013-04-05 16:26:20,Collis Cafe,Supper,2013-04-05 16:26:20,u32
2013-04-05 19:02:56,53 Commons,Supper,2013-04-05 19:02:56,u32
2013-04-06 16:39:18,Collis Market,Supper,2013-04-06 16:39:18,u32
2013-04-06 17:38:07,Concessions,Supper,2013-04-06 17:38:07,u32
2013-04-07 11:25:56,53 Commons,Lunch,2013-04-07 11:25:56,u32
2013-04-07 18:13:04,53 Commons,Supper,2013-04-07 18:13:04,u32
2013-04-08 11:20:29,53 Commons,Lunch,2013-04-08 11:20:29,u32
2013-04-08 17:50:55,Collis Cafe,Supper,2013-04-08 17:50:55,u32
2013-04-10 12:32:03,King Arthur Flour Coffee Bar,Lunch,2013-04-10 12:32:03,u32
2013-04-10 12:37:37,53 Commons,Lunch,2013-04-10 12:37:37,u32
2013-04-10 19:32:43,Collis Cafe,Supper,2013-04-10 19:32:43,u32
2013-04-11 09:56:24,53 Commons,Breakfast,2013-04-11 09:56:24,u32
2013-04-11 18:05:38,53 Commons,Supper,2013-04-11 18:05:38,u32
2013-04-12 11:19:55,53 Commons,Lunch,2013-04-12 11:19:55,u32
2013-04-12 19:03:14,53 Commons,Supper,2013-04-12 19:03:14,u32
2013-04-13 10:31:17,53 Commons,Breakfast,2013-04-13 10:31:17,u32
2013-04-14 11:59:48,53 Commons,Lunch,2013-04-14 11:59:48,u32
2013-04-14 19:44:49,53 Commons,Supper,2013-04-14 19:44:49,u32
2013-04-15 11:17:26,53 Commons,Lunch,2013-04-15 11:17:26,u32
2013-04-15 18:45:57,53 Commons,Supper,2013-04-15 18:45:57,u32
2013-04-16 10:55:16,King Arthur Flour Coffee Bar,Breakfast,2013-04-16 10:55:16,u32
2013-04-16 18:20:33,Collis Cafe,Supper,2013-04-16 18:20:33,u32
2013-04-16 23:09:15,Collis Cafe,Supper,2013-04-16 23:09:15,u32
2013-04-17 11:24:42,Collis Cafe,Lunch,2013-04-17 11:24:42,u32
2013-04-17 12:08:03,Collis Cafe,Snack,2013-04-17 12:08:03,u32
2013-04-17 15:20:24,Novack Cafe,Snack,2013-04-17 15:20:24,u32
2013-04-17 18:27:30,53 Commons,Supper,2013-04-17 18:27:30,u32
2013-04-18 13:05:56,53 Commons,Lunch,2013-04-18 13:05:56,u32
2013-04-18 23:50:35,Collis Cafe,Supper,2013-04-18 23:50:35,u32
2013-04-19 11:18:09,Collis Cafe,Lunch,2013-04-19 11:18:09,u32
2013-04-20 11:37:09,53 Commons,Lunch,2013-04-20 11:37:09,u32
2013-04-20 17:41:51,53 Commons,Supper,2013-04-20 17:41:51,u32
2013-04-21 11:04:46,53 Commons,Lunch,2013-04-21 11:04:46,u32
2013-04-21 17:43:33,53 Commons,Supper,2013-04-21 17:43:33,u32
2013-04-21 21:00:38,Novack Cafe,Snack,2013-04-21 21:00:38,u32
2013-04-22 11:12:01,53 Commons,Lunch,2013-04-22 11:12:01,u32
2013-04-22 18:48:42,Collis Cafe,Supper,2013-04-22 18:48:42,u32
2013-04-23 11:53:54,King Arthur Flour Coffee Bar,Lunch,2013-04-23 11:53:54,u32
2013-04-23 18:00:45,53 Commons,Supper,2013-04-23 18:00:45,u32
2013-04-23 18:52:16,Collis Market,Snack,2013-04-23 18:52:16,u32
2013-04-24 09:58:00,Collis Cafe,Snack,2013-04-24 09:58:00,u32
2013-04-24 16:43:58,Collis Cafe,Snack,2013-04-24 16:43:58,u32
2013-04-24 18:42:17,53 Commons,Supper,2013-04-24 18:42:17,u32
2013-04-25 11:31:48,53 Commons,Lunch,2013-04-25 11:31:48,u32
2013-04-25 16:00:53,Novack Cafe,Supper,2013-04-25 16:00:53,u32
2013-04-25 18:53:00,King Arthur Flour Coffee Bar,Supper,2013-04-25 18:53:00,u32
2013-04-25 19:31:51,53 Commons,Supper,2013-04-25 19:31:51,u32
2013-04-26 11:25:47,Collis Cafe,Lunch,2013-04-26 11:25:47,u32
2013-04-27 11:41:03,53 Commons,Lunch,2013-04-27 11:41:03,u32
2013-04-27 18:47:10,53 Commons,Supper,2013-04-27 18:47:10,u32
2013-04-27 20:19:16,Concessions,Supper,2013-04-27 20:19:16,u32
2013-04-28 11:31:18,53 Commons,Lunch,2013-04-28 11:31:18,u32
2013-04-29 01:50:26,Novack Cafe,Snack,2013-04-29 01:50:26,u32
2013-04-29 11:12:38,53 Commons,Lunch,2013-04-29 11:12:38,u32
2013-04-29 17:28:06,53 Commons,Supper,2013-04-29 17:28:06,u32
2013-04-30 10:03:15,53 Commons,Breakfast,2013-04-30 10:03:15,u32
2013-04-30 14:07:59,King Arthur Flour Coffee Bar,Lunch,2013-04-30 14:07:59,u32
2013-04-30 19:09:13,Collis Cafe,Supper,2013-04-30 19:09:13,u32
2013-05-01 11:28:11,Collis Cafe,Lunch,2013-05-01 11:28:11,u32
2013-05-01 18:12:46,53 Commons,Supper,2013-05-01 18:12:46,u32
2013-05-02 01:26:45,Collis Cafe,Snack,2013-05-02 01:26:45,u32
2013-05-02 11:40:46,Collis Cafe,Lunch,2013-05-02 11:40:46,u32
2013-05-02 13:08:12,King Arthur Flour Coffee Bar,Lunch,2013-05-02 13:08:12,u32
2013-05-03 11:13:10,Collis Cafe,Lunch,2013-05-03 11:13:10,u32
